255,15792383 
255,9055202 
255,9109643 
32768,9109643 
65535,9109643 
6266528,9109643 
8388352,9109643 
6591981,9109643 
65535,9109643 
139,9109643 
35723,9109643 
25600,9109643 
52945,9109643 
49151,9109643 
2003199,9109643 
32768,9109643 
8190976,9109643 
2142890,9109643 
6737322,9109643 
205,9109643 
3978097,9109643 
64154,9109643 
4772300,9109643 
128,9109643 
16729344,9109643 
4286945,9109643 
3050327,9109643 
8900331,9109643 
6970061,9109643 
65407,9109643 
4620980,9109643 
32896,9109643 
4251856,9109643 
10145074,9109643 
255,9109643 
32768,9109643 
65535,9109643 
8388564,9109643 
6266528,9109643 
8388352,9109643 
6591981,9109643 
65535,9109643 
139,9109643 
35723,9109643 
25600,9109643 
4734347,9109643 
52945,9109643 
49151,9109643 
32768,9109643 
8190976,9109643 
2142890,9109643 
8388608,9109643 
6737322,9109643 
205,9109643 
3978097,9109643 
8087790,9109643 
128,9109643 
8421376,9109643 
4286945,9109643 
3050327,9109643 
8900331,9109643 
65407,9109643 
4620980,9109643 
32896,9109643 
4251856,16747520 
16777215,10040012 
16777215,4734347 
16777215,52945 
16777215,49151 
16777215,2003199 
16777215,4915330 
16777215,8190976 
255,8388608 
255,8087790 
255,13047173 
255,8421376 
255,16729344 
255,9127187 
255,8900331 
255,65407 
255,16737095 
255,15631086 
255,10145074 
16711680,65535 
16711680,6266528 
16711680,6591981 
16711680,65535 
16711680,35723 
16711680,52945 
16711680,49151 
16711680,4915330 
16711680,2142890 
16711680,6737322 
16711680,205 
16711680,9662683 
16711680,8087790 
16711680,4772300 
16711680,4286945 
32768,4251856 
65535,16777215 
65535,255 
65535,16711680 
65535,32768 
65535,15792383 
65535,9055202 
65535,10824234 
65535,14423100 
65535,139 
65535,9109643 
65535,16747520 
65535,10040012 
65535,4734347 
65535,9699539 
65535,16716947 
65535,11674146 
65535,9109504 
65535,32768 
65535,16711935 
65535,16766720 
65535,8388736 
65535,14329120 
65535,11403055 
65535,16738740 
65535,13458524 
65535,4915330 
65535,8190976 
65535,15761536 
65535,16758465 
65535,16752762 
65535,16711935 
65535,8388608 
65535,205 
65535,12211667 
65535,9662683 
65535,13047173 
65535,128 
65535,8421376 
65535,7048739 
65535,16729344 
65535,14315734 
65535,14381203 
65535,13468991 
65535,16761035 
65535,14524637 
65535,4286945 
65535,9127187 
65535,10506797 
65535,6970061 
65535,16737095 
65535,15631086 
15792383,255 
15792383,65535 
15792383,9055202 
15792383,13789470 
15792383,8388352 
15792383,6591981 
15792383,65535 
15792383,139 
15792383,35723 
15792383,25600 
15792383,10040012 
15792383,4734347 
15792383,52945 
15792383,9699539 
15792383,49151 
15792383,2003199 
15792383,32768 
15792383,16766720 
15792383,8388736 
8388564,8388736 
8388564,13458524 
8388564,4915330 
8388564,2142890 
8388564,8388608 
8388564,205 
8388564,12211667 
8388564,9662683 
8388564,8087790 
8388564,13047173 
8388564,128 
8388564,8421376 
8388564,16729344 
8388564,14315734 
8388564,14381203 
8388564,13468991 
8388564,16761035 
8388564,14524637 
8388564,4286945 
8388564,9127187 
8388564,6970061 
8388564,32896 
8388564,4251856 
9055202,255 
9055202,32768 
9055202,65535 
9055202,8388352 
9055202,6591981 
9055202,65535 
9055202,139 
9055202,35723 
9055202,25600 
9055202,52945 
9055202,2142890 
9055202,205 
9055202,128 
9055202,4286945 
10824234,255 
10824234,65535 
10824234,65535 
10824234,139 
10824234,35723 
10824234,52945 
10824234,49151 
10824234,2142890 
10824234,6737322 
10824234,205 
10824234,128 
10824234,8900331 
10824234,32896 
6266528,255 
6266528,10824234 
6266528,139 
6266528,25600 
6266528,25600 
6266528,9109643 
6266528,10040012 
6266528,4734347 
6266528,52945 
6266528,9699539 
6266528,11674146 
6266528,9109504 
6266528,32768 
6266528,8388736 
6266528,4915330 
6266528,8190976 
6266528,8388608 
6266528,205 
6266528,128 
13789470,255 
13789470,52945 
8388352,128 
8388352,4286945 
8388352,8900331 
8388352,6970061 
14423100,8190976 
14423100,2142890 
14423100,6737322 
14423100,205 
14423100,4286945 
14423100,4251856 
65535,16777215 
65535,16711680 
65535,9055202 
65535,9109643 
65535,16711935 
65535,16766720 
65535,16738740 
65535,4915330 
65535,8190976 
65535,8388608 
65535,8388608 
65535,205 
65535,8421376 
65535,9127187 
14423100,32896 
14423100,4251856 
65535,255 
65535,16711680 
65535,9055202 
65535,8388352 
65535,14423100 
65535,9109643 
65535,4734347 
65535,11674146 
65535,16711935 
139,9055202 
139,14423100 
139,9109643 
139,16747520 
139,10040012 
139,9699539 
139,16716947 
139,8388608 
139,8421376 
35723,255 
35723,16711680 
35723,9055202 
35723,14423100 
35723,139 
35723,16747520 
35723,4734347 
35723,11674146 
35723,16711935 
35723,8388736 
35723,8190976 
35723,8388608 
35723,16711935 
25600,255 
25600,9055202 
25600,6591981 
25600,139 
25600,9109643 
25600,4734347 
25600,52945 
25600,49151 
25600,4915330 
16747520,205 
16747520,4251856 
10040012,255 
10040012,32768 
10040012,65535 
10040012,8388352 
10040012,6591981 
10040012,139 
10040012,35723 
10040012,52945 
10040012,32768 
10040012,8190976 
10040012,2142890 
10040012,6737322 
10040012,205 
10040012,128 
10040012,4286945 
10040012,3050327 
10040012,4251856 
3100495,8388736 
3100495,8388608 
3100495,128 
3100495,32896 
52945,9055202 
52945,8388352 
52945,14423100 
52945,139 
52945,16747520 
52945,10040012 
52945,16716947 
52945,11674146 
52945,8388736 
52945,16738740 
52945,16711935 
52945,8388608 
52945,205 
9699539,128 
16716947,255 
16716947,8388352 
9699539,139 
9699539,16747520 
9699539,49151 
8388736,3100495 
4286945,8421376 
9127187,255 
9127187,65535 
255,14423100 
255,16747520 
255,16716947 
255,11674146 
255,32768 
255,16766720 
139,16766720 
14423100,16766720 
14423100,8388736 
14423100,4915330 
139,4915330 
25600,4915330 
16747520,4915330 
3100495,4915330 
3100495,8190976 
3100495,2142890 
3100495,8388608 
3100495,205 
3100495,3978097 
3100495,128 
3100495,8421376 
3100495,13468991 
3100495,4286945 
3100495,6970061 
3100495,65407 
52945,16711680 
52945,9055202 
52945,10824234 
52945,3100495 
52945,4915330 
52945,16711935 
52945,8388608 
52945,13047173 
16716947,128 
11674146,128 
9109504,128 
2263842,128 
32768,128 
16766720,128 
8388608,128 
6737322,255 
6737322,3100495 
6737322,52945 
6737322,16716947 
205,16716947 
16729344,2263842 
16729344,205 
16729344,8087790 
16729344,4286945 
16729344,8900331 
16729344,6970061 
255,10145074 
128,32768 
128,9055202 
13047173,35723 
13047173,16716947 
13047173,16711935 
3050327,16711935 
3050327,8388608 
3050327,8421376 
10506797,255 
65407,8388564 
65407,14423100]
